143	143
149	74
95	103
147	113
139	109
100	38
72	119
56	111
57	76
58	41
82	20
68	85
29	14
129	101
148	114
81	24
92	70
97	148
58	77
104	44
49	108
105	9
145	45
19	85
146	126
79	136
125	103
85	30
11	81
20	50
32	24
82	141
43	33
89	0
103	84
35	29
95	80
88	41
12	82
44	114
118	63
119	28
4	78
57	53
76	66
28	26
14	91
129	78
80	36
45	115
86	116
92	47
132	83
78	112
58	54
77	67
68	98
128	13
142	133
141	88
73	33
59	135
79	113
39	40
85	7
71	109
31	36
98	126
145	58
23	32
9	134
84	48
54	56
95	57
40	121
74	34
87	53
114	70
66	30
0	85
52	95
86	8
146	139
13	24
70	0
89	13
75	115
143	133
96	58
87	89
88	54
134	21
34	83
74	119
140	64
85	128
46	57
65	70
38	53
10	134
57	66
97	102
3	95
131	15
68	75
7	65
113	83
86	129
132	96
141	65
27	43
104	34
144	70
50	63
36	128
110	77
83	60
28	124
103	38
0	62
106	43
39	53
93	148
24	10
75	92
95	70
96	35
135	106
87	66
88	31
107	44
99	40
72	86
59	4
57	43
2	107
14	81
147	116
121	64
93	145
85	141
32	135
24	131
70	98
58	44
43	144
90	76
16	127
82	72
101	85
142	123
18	87
133	74
59	125
100	126
12	13
71	99
31	26
17	128
91	77
63	95
83	73
48	115
52	85
118	30
64	59
124	110
56	55
143	123
35	32
76	33
16	19
128	80
134	11
66	105
139	89
100	18
65	60
78	79
57	56
9	16
68	65
149	139
8	20
67	106
141	55
132	86
78	115
11	25
70	111
71	76
144	60
63	72
83	50
29	79
75	46
48	92
94	59
47	127
20	30
92	135
52	62
138	22
10	65
130	18
116	83
95	60
108	79
62	112
81	125
107	34
139	66
85	95
64	72
145	146
111	4
56	68
97	69
2	97
76	46
109	80
14	71
61	3
120	89
140	67
85	131
38	56
125	24
30	15
90	66
96	146
102	40
134	109
94	36
54	0
59	115
106	10
46	145
71	89
31	16
91	67
58	119
23	12
94	72
95	37
93	76
126	24
104	122
46	1
37	32
124	100
30	136
42	147
117	61
92	4
38	33
51	115
3	75
149	129
55	85
142	90
96	123
47	81
102	17
67	96
99	128
19	19
17	95
82	75
75	36
48	82
103	18
143	54
40	78
80	114
100	129
60	56
146	96
12	16
72	30
144	135
130	8
143	90
76	0
61	137
88	11
129	12
74	76
147	60
53	53
66	72
145	136
37	45
56	58
117	74
84	126
54	134
80	6
67	73
32	115
78	82
35	120
110	34
102	30
47	94
88	132
99	141
140	142
46	135
5	97
112	80
58	109
64	3
83	53
84	18
49	140
81	92
41	56
128	24
73	88
52	65
25	48
85	62
144	148
105	77
65	4
37	22
137	109
145	113
83	138
108	82
149	83
54	111
121	21
66	85
86	63
59	46
118	95
58	1
84	139
149	119
61	6
1	104
134	76
107	122
34	138
92	79
82	65
83	30
9	81
124	31
94	39
41	33
87	0
141	120
33	29
125	112
58	122
145	90
115	98
116	63
61	127
88	1
73	101
14	15
93	79
145	126
4	87
78	36
97	49
43	78
84	116
130	83
149	96
95	125
67	63
53	128
126	112
18	21
78	72
79	37
71	33
56	133
90	46
91	11
77	76
83	7
134	89
21	32
80	81
40	45
131	83
49	130
123	79
143	57
101	140
62	69
7	133
54	65
0	94
74	43
20	72
139	23
85	52
31	81
23	77
149	73
8	134
95	102
129	15
86	53
53	105
32	82
118	85
44	136
84	129
35	87
55	65
142	70
29	13
34	128
148	113
40	22
140	109
45	137
60	0
111	82
57	111
58	76
104	43
49	107
83	20
97	147
69	85
29	49
41	23
6	65
19	84
133	106
79	135
125	102
82	140
103	83
54	78
120	23
12	81
137	112
90	0
149	86
106	124
33	140
59	49
118	98
46	79
92	46
64	127
56	123
91	1
22	130
68	97
29	26
102	10
40	35
81	36
46	115
92	82
79	112
98	125
144	92
145	57
50	85
42	81
116	30
54	55
0	84
74	33
25	28
125	115
85	42
86	7
145	93
32	36
137	89
24	32
83	118
89	12
143	132
14	18
96	57
67	30
52	130
79	4
24	68
70	35
71	0
130	86
90	13
35	77
131	14
10	133
136	129
147	138
92	59
65	105
132	95
58	66
77	79
50	62
9	61
69	75
80	84
8	65
73	45
11	70
85	19
30	83
105	34
90	134
43	22
29	124
108	39
0	97
114	82
107	43
52	107
59	3
72	85
23	80
89	25
143	145
96	70
136	106
1	61
88	66
33	130
147	115
108	124
93	144
100	40
44	139
51	147
57	78
131	27
104	10
68	87
29	16
15	81
148	116
40	25
59	124
133	73
18	86
93	0
71	98
91	76
124	24
48	114
122	63
0	74
19	87
125	105
85	32
11	83
32	26
84	73
124	109
75	104
35	31
40	146
147	92
53	85
72	98
100	17
4	80
119	30
76	68
36	32
9	15
139	124
67	105
140	89
78	114
58	56
70	110
144	59
142	135
135	10
47	126
74	0
133	86
79	115
39	42
85	9
71	111
145	60
12	25
23	34
138	21
9	136
130	17
75	81
40	123
114	72
0	87
72	75
78	6
65	36
70	2
56	67
143	135
35	44
2	96
96	60
33	120
120	88
93	134
140	66
86	95
65	72
32	124
57	68
98	69
77	46
68	77
42	25
55	107
121	89
81	16
26	80
132	98
30	50
31	15
36	130
83	62
103	40
47	139
94	71
95	36
146	118
85	22
24	12
84	63
135	108
99	42
39	140
92	3
105	122
38	32
56	80
3	74
22	87
136	109
149	128
14	83
148	83
27	22
24	133
30	27
104	13
144	49
16	129
82	74
101	87
7	80
48	81
122	30
59	127
79	105
12	15
91	79
82	110
130	7
143	89
94	84
95	49
41	78
146	131
13	16
99	19
118	32
64	61
145	135
124	112
56	57
2	86
76	35
117	73
77	0
68	31
128	82
134	13
148	60
80	5
67	72
37	80
78	81
38	45
32	114
77	36
49	54
110	33
47	93
81	6
27	35
59	104
18	66
78	117
79	82
70	113
36	120
83	52
47	129
80	126
100	141
60	68
106	35
33	51
52	64
20	32
6	97
141	142
42	136
116	85
108	81
53	65
25	83
86	62
138	109
58	0
117	86
89	67
84	138
149	118
3	64
61	5
67	85
140	69
43	136
82	64
83	29
101	77
42	28
47	106
134	111
142	115
54	2
92	114
58	121
131	105
23	14
83	65
84	30
123	101
116	62
61	126
135	75
80	139
88	0
73	100
34	29
52	77
44	73
85	74
145	125
10	80
42	149
116	98
117	63
62	127
149	95
54	123
74	101
93	114
66	97
67	62
86	75
59	58
18	20
31	139
79	36
98	49
91	10
149	131
55	87
96	125
5	86
17	97
57	133
82	77
84	7
69	107
115	74
143	56
94	51
40	80
114	29
87	12
60	58
50	130
127	84
122	118
129	14
39	120
32	81
37	47
149	108
96	102
142	69
67	75
18	33
78	84
119	85
45	136
71	45
36	87
9	70
83	19
28	83
102	32
68	119
41	22
112	82
72	9
98	147
104	78
49	142
50	107
56	1
21	80
54	77
141	145
73	90
120	22
25	50
85	64
105	79
37	24
10	70
137	111
91	144
108	84
149	85
106	123
13	81
59	48
118	97
23	125
84	141
91	0
101	44
1	106
107	124
40	34
146	52
65	127
57	123
131	72
9	83
83	32
69	97
103	10
143	46
80	106
60	48
141	122
106	15
25	27
38	146
125	114
58	124
145	92
91	121
42	116
116	65
117	30
22	21
73	103
93	81
66	64
86	42
4	89
137	124
138	89
24	67
130	85
90	12
35	76
149	98
7	14
67	65
113	32
79	39
37	122
71	35
56	135
91	13
77	78
69	74
80	83
40	47
38	123
105	33
49	132
90	133
115	77
136	20
7	135
122	85
33	44
74	45
0	96
39	87
12	70
86	19
31	83
91	134
23	79
2	56
143	144
149	75
122	121
95	104
96	69
66	77
33	129
53	107
132	22
72	120
44	138
24	80
56	112
16	76
35	89
131	26
96	105
68	86
28	50
29	15
129	102
148	115
60	2
45	139
5	66
111	84
97	149
58	78
49	109
105	10
124	23
69	87
41	25
26	125
125	104
85	31
11	82
44	30
90	146
75	103
85	67
12	83
4	79
89	37
130	75
149	88
36	31
41	146
147	127
118	100
45	116
119	65
56	125
58	55
76	103
91	3
68	99
115	31
61	60
94	8
40	37
140	124
141	89
92	84
18	98
79	114
71	110
144	94
82	119
81	74
54	57
48	126
0	86
74	35
114	71
39	77
85	44
125	117
145	95
13	25
23	69
83	120
70	1
75	116
149	65
88	55
60	136
52	132
126	81
79	6
64	106
24	70
57	67
77	45
82	11
68	76
34	120
100	65
92	61
132	97
58	68
104	35
77	81
50	64
144	71
89	135
110	78
61	73
80	86
27	80
30	85
31	50
71	123
91	101
84	62
109	6
96	36
114	84
0	99
20	77
106	80
99	41
72	87
44	105
143	147
2	108
117	95
1	63
33	132
147	117
148	82
25	128
93	146
44	141
45	106
56	115
57	80
58	45
43	145
29	18
129	105
15	83
21	14
7	79
132	110
133	75
59	126
52	1
145	49
17	129
91	78
83	74
101	122
48	116
94	83
8	80
122	65
0	76
13	15
118	31
124	111
16	20
143	124
96	49
134	12
100	19
64	96
65	61
76	70
3	86
69	31
129	82
80	40
113	74
27	34
78	116
38	80
79	81
58	58
70	112
144	61
50	54
47	128
48	93
59	139
19	66
100	140
79	117
92	136
85	11
71	113
84	52
130	19
75	83
94	96
135	97
40	125
114	74
81	126
60	103
4	59
78	8
70	4
111	5
16	33
2	98
117	85
14	72
34	87
93	136
140	68
92	28
111	41
97	106
69	44
96	147
47	105
7	69
59	116
18	78
70	125
23	13
110	81
83	64
47	141
48	106
21	89
118	21
104	123
124	101
10	79
143	114
42	148
117	62
135	110
62	126
55	1
21	125
81	139
74	100
99	44
45	73
64	86
92	5
56	82
117	98
3	76
22	89
149	130
80	30
19	20
78	106
32	139
144	51
43	148
17	96
82	76
42	40
101	89
142	127
103	19
52	53
63	99
61	138
95	51
40	115
41	80
88	12
52	89
53	54
25	72
13	18
124	114
62	139
128	84
120	80
26	36
92	18
78	83
38	47
51	129
3	89
49	56
35	121
36	86
69	34
110	35
101	66
102	31
88	133
73	4
18	68
19	33
70	115
30	42
49	141
83	54
29	83
69	119
143	68
41	57
52	66
25	49
144	149
105	78
65	5
10	69
108	83
127	96
88	25
33	89
74	90
25	85
2	101
84	140
130	107
3	66
109	84
149	120
55	76
1	105
80	20
26	49
32	129
24	125
91	35
131	71
9	82
83	31
101	79
42	30
47	108
134	113
94	40
103	9
41	34
20	11
131	107
23	16
84	32
115	99
116	64
21	92
95	41
88	2
34	31
93	80
37	36
56	49
149	97
95	126
74	103
113	31
78	73
79	38
138	124
43	115
90	47
91	12
55	89
134	90
94	17
8	14
40	46
46	126
38	122
57	135
17	99
49	131
143	58
40	82
41	47
7	134
60	60
33	43
52	56
4	16
144	139
2	55
22	33
81	119
122	120
8	135
34	44
66	76
85	89
13	70
145	140
32	83
51	96
24	79
70	46
84	130
130	97
35	88
69	1
95	139
55	66
96	104
142	71
1	95
149	110
34	129
59	73
133	22
45	138
5	65
111	83
57	112
83	21
102	34
29	50
134	103
41	24
26	124
46	139
6	66
58	113
104	80
144	116
49	144
90	145
98	149
42	105
141	147
73	92
120	24
93	70
25	52
85	66
86	31
145	117
37	26
137	113
97	40
89	36
149	87
121	25
106	125
33	141
118	99
84	143
89	72
91	2
82	33
88	113
148	127
40	36
140	123
146	54
119	100
92	83
57	125
131	74
77	103
50	86
9	85
42	82
115	66
116	31
62	60
143	48
41	37
15	128
33	33
85	43
145	94
63	141
137	90
42	118
83	119
117	32
14	19
60	135
52	131
24	69
130	87
35	78
82	10
55	56
1	85
47	52
7	16
147	139
53	132
45	128
92	60
65	106
37	124
38	89
17	66
64	141
76	115
77	80
82	46
68	111
83	11
75	7
61	72
94	20
80	85
135	21
21	36
146	67
46	129
92	96
133	97
112	74
30	84
90	135
91	100
61	108
108	40
81	86
109	5
0	98
93	60
39	89
12	72
32	50
51	63
137	103
83	132
143	146
149	77
94	141
1	62
88	67
33	131
107	80
72	122
45	105
57	79
82	23
123	24
110	5
29	17
134	70
148	117
40	26
45	141
146	44
52	0
111	86
57	115
49	111
69	89
141	114
0	75
133	110
93	37
53	1
125	106
84	74
89	3
75	105
102	122
22	13
95	83
120	27
60	125
20	89
72	99
44	117
118	66
64	95
70	26
4	81
90	4
17	20
76	69
36	33
82	0
1	75
45	118
65	96
37	114
58	57
76	105
68	101
115	33
14	130
135	11
141	91
73	36
59	138
85	10
144	96
10	16
122	77
73	72
114	73
74	37
60	102
40	124
20	66
85	46
0	88
78	7
51	53
83	122
70	3
75	118
35	45
149	67
95	96
143	136
60	138
33	121
52	134
13	63
99	66
71	4
56	104
111	40
17	33
63	0
49	65
121	90
5	58
92	63
97	141
98	106
90	102
50	66
110	80
19	78
125	96
39	56
71	125
91	103
82	134
24	13
84	64
143	113
48	141
109	8
55	0
53	76
99	43
72	89
119	21
56	81
22	88
136	110
33	134
80	29
99	79
100	44
45	108
46	73
92	40
65	86
139	115
25	130
32	138
144	50
49	78
89	114
15	85
101	88
142	126
21	16
132	112
20	20
79	106
39	33
85	0
105	15
90	115
91	80
145	51
82	111
75	72
8	82
95	50
0	78
146	132
13	17
124	113
143	126
35	35
76	36
62	138
96	51
41	115
88	47
128	83
34	76
33	111
148	61
85	121
64	98
65	63
37	81
38	46
51	128
92	17
76	72
77	37
3	88
111	30
9	19
148	97
80	42
121	80
27	36
59	105
18	67
78	118
79	83
70	114
30	41
50	56
82	88
42	52
55	134
142	139
8	59
127	10
60	69
93	17
39	46
85	13
71	115
30	77
66	0
20	33
6	98
83	89
40	127
60	105
53	66
117	87
3	65
34	89
93	138
100	34
140	70
92	30
55	111
101	78
96	149
121	93
81	20
26	84
47	107
134	112
18	80
59	118
27	49
91	70
131	106
23	15
83	66
94	75
95	40
52	78
24	16
10	81
143	116
116	99
2	77
81	141
127	108
88	37
74	102
66	98
92	7
56	84
43	114
3	78
149	132
55	88
129	74
96	126
80	32
113	66
27	26
11	18
17	98
91	47
82	78
101	91
142	129
40	81
41	46
114	30
72	33
63	101
58	135
23	28
50	131
123	115
75	75
135	89
41	82
52	91
53	56
145	139
51	95
2	90
62	141
68	35
69	0
128	86
14	64
149	109
67	76
86	89
92	20
133	21
71	46
42	19
102	33
73	6
58	112
49	143
143	70
60	72
27	124
92	141
141	146
25	51
99	0
105	80
37	25
145	116
50	144
42	140
91	145
88	27
74	92
25	87
121	24
86	66
38	26
51	108
97	75
84	142
90	36
50	0
149	122
14	77
47	74
121	60
19	12
24	127
70	94
30	21
57	124
63	55
131	73
82	68
83	33
9	84
103	11
143	47
122	24
80	107
87	3
146	89
100	122
141	123
106	16
42	117
116	66
117	31
54	91
93	82
66	65
37	38
51	85
56	51
2	80
89	48
149	99
54	127
7	15
66	101
67	66
113	33
26	28
78	75
79	40
82	45
55	91
8	16
94	19
148	139
46	128
38	124
131	86
77	115
84	11
69	111
115	78
61	107
62	72
80	120
41	49
87	16
95	20
33	45
136	21
44	54
85	55
72	36
39	88
91	135
83	131
76	6
2	57
22	35
109	40
149	76
94	140
74	82
66	78
39	124
13	72
132	23
72	121
16	77
55	68
101	35
96	106
142	73
34	131
59	75
45	140
146	43
92	72
111	85
30	11
17	78
82	58
83	23
49	110
26	126
141	113
46	141
53	0
112	86
58	115
49	146
117	21
73	94
120	26
12	84
78	29
137	115
97	42
130	76
90	3
149	89
103	122
87	114
1	74
106	127
126	105
118	101
45	117
119	66
65	95
98	43
96	119
68	100
101	48
83	0
94	9
80	74
40	38
146	56
38	114
98	128
144	95
77	105
115	68
143	50
15	130
80	110
41	39
87	6
136	11
73	71
74	36
33	35
25	31
39	78
85	45
86	10
145	96
97	19
83	121
75	117
149	66
129	8
74	72
60	137
66	68
86	46
132	13
44	129
24	71
98	20
35	80
76	81
28	41
53	134
100	66
92	62
111	75
57	104
63	35
104	36
9	64
50	65
97	140
80	87
6	58
19	77
98	141
30	86
71	124
91	102
82	133
109	7
122	89
0	100
72	88
24	48
143	148
149	79
33	133
147	118
53	111
99	78
72	124
118	91
45	107
4	106
65	85
93	147
56	116
49	77
29	19
134	72
15	84
21	15
40	28
148	119
100	79
140	115
52	2
57	117
49	113
50	78
90	114
105	14
102	88
8	81
0	77
18	125
133	112
93	39
25	21
125	108
86	0
32	29
143	125
60	127
66	58
72	101
118	68
4	83
65	62
70	28
76	71
36	35
28	31
1	77
142	53
129	83
53	124
45	120
92	52
65	98
38	81
132	88
37	116
77	72
68	103
42	51
55	133
135	13
59	140
133	89
125	85
85	12
10	18
82	123
83	88
122	79
128	10
40	126
0	90
60	104
66	35
67	0
31	77
32	42
23	73
84	89
16	34
143	138
35	47
134	26
34	88
52	136
93	137
99	68
100	33
92	29
71	6
111	42
63	2
61	41
148	109
40	18
7	70
26	83
141	70
71	91
91	69
110	82
108	9
48	107
19	80
93	29
125	98
11	76
137	72
82	136
124	102
43	28
143	115
95	75
96	40
55	2
88	36
53	78
99	45
72	91
64	87
24	51
56	83
3	77
136	112
28	21
88	72
80	31
67	98
100	46
46	75
32	140
38	71
58	49
104	16
43	149
123	29
55	123
61	54
101	90
7	83
81	32
15	87
18	92
79	108
85	2
71	104
12	18
90	117
91	82
63	100
82	113
123	114
102	91
75	74
40	116
41	81
87	48
114	65
0	80
52	90
53	55
86	3
13	19
24	28
143	128
62	140
136	89
96	53
135	124
128	85
33	113
53	91
46	52
92	19
51	130
3	90
68	70
69	35
42	18
15	64
80	44
7	60
67	111
73	5
59	107
18	69
78	120
19	34
70	116
30	43
90	94
42	54
83	55
55	136
142	141
8	61
74	6
19	70
66	2
11	66
52	67
85	15
31	44
72	45
92	140
83	91
84	56
130	23
127	97
88	26
33	90
25	86
139	71
100	0
38	25
51	107
117	89
22	80
149	121
128	98
14	76
120	94
148	76
140	72
32	130
24	126
70	93
58	39
30	20
91	36
82	67
15	77
101	80
94	41
18	82
20	12
71	94
91	72
84	33
102	81
48	110
95	42
88	3
146	124
52	80
24	18
37	37
10	83
56	50
117	66
88	39
47	1
147	88
66	100
26	27
39	146
92	9
37	73
78	74
38	38
57	51
43	116
90	48
14	89
55	90
13	130
30	33
17	100
142	131
94	54
95	19
40	83
41	48
87	15
44	53
72	35
23	30
4	17
123	117
22	34
81	120
54	103
33	80
74	81
34	45
45	54
145	141
51	97
2	92
84	131
77	6
68	37
69	2
14	66
95	140
74	117
80	11
59	74
89	96
17	77
35	125
42	21
55	103
83	22
102	35
96	141
134	104
112	85
58	114
131	98
49	145
83	58
123	94
50	110
29	87
61	119
87	28
141	148
73	93
106	41
145	118
56	40
137	114
42	142
49	1
120	61
121	26
106	126
20	123
126	104
79	29
97	77
98	42
138	115
89	73
149	124
96	118
88	114
99	123
19	14
146	55
125	32
16	125
131	75
82	70
9	86
84	0
69	100
103	13
143	49
15	129
40	73
41	38
33	34
92	120
12	11
25	30
123	107
116	68
81	110
88	6
14	20
34	35
11	131
132	12
137	127
98	19
84	121
130	88
2	82
35	79
87	126
80	1
1	86
67	68
53	133
32	110
45	129
79	42
70	73
35	115
36	80
82	47
55	93
9	63
29	41
75	8
40	50
46	130
92	97
6	57
112	75
44	20
58	104
131	88
75	44
143	62
61	109
21	73
80	122
41	51
128	19
73	83
33	47
85	57
83	133
2	59
108	77
149	78
129	20
41	136
66	80
59	41
72	123
118	90
132	25
24	83
89	63
149	114
82	24
96	108
101	37
110	6
134	71
148	118
40	27
119	91
46	107
57	116
17	80
49	112
83	25
21	50
41	28
127	31
60	41
141	115
93	38
25	20
125	107
44	33
53	2
50	113
91	114
94	119
19	125
60	126
66	57
20	90
30	134
4	82
51	77
70	27
89	40
90	5
149	91
95	120
41	149
1	76
26	20
53	123
59	54
118	103
119	68
45	119
65	97
37	115
68	102
40	40
141	92
5	82
133	88
38	116
77	107
143	52
80	112
136	13
122	78
93	51
39	80
85	47
86	12
12	63
144	133
51	54
23	72
83	123
143	137
35	46
149	68
95	97
14	23
129	10
66	70
67	35
52	135
86	48
99	67
126	84
13	64
4	95
84	124
89	53
56	105
35	82
36	47
71	5
63	1
28	43
87	129
47	56
1	89
17	34
40	17
100	68
5	59
92	64
111	77
112	42
104	38
68	115
8	70
41	18
27	83
19	79
93	28
125	97
64	1
137	71
82	135
48	142
109	9
0	102
20	80
60	116
12	76
72	90
83	136
89	30
149	81
96	75
136	111
28	20
33	135
107	84
59	44
100	45
118	93
46	74
45	109
38	70
56	118
22	125
68	92
29	21
15	86
94	1
40	30
140	117
132	113
93	5
79	107
98	120
49	115
90	116
105	16
124	29
82	112
145	52
8	83
0	79
114	64
19	92
93	41
18	127
39	70
86	2
145	88
24	27
102	126
143	127
35	36
135	123
96	52
41	116
88	48
33	112
52	125
72	103
44	121
64	99
65	64
70	30
111	31
9	20
136	124
68	69
28	33
142	55
147	133
80	43
121	81
45	122
38	83
78	119
144	64
49	92
90	93
42	53
55	135
21	30
142	140
8	60
19	69
93	18
66	1
85	14
31	43
63	112
82	125
83	90
84	55
122	81
40	128
0	92
60	106
146	146
67	2
12	66
6	135
23	75
43	53
89	20
143	140
117	88
22	79
128	97
34	90
120	93
93	139
100	35
140	71
92	31
29	11
80	56
26	85
27	50
18	81
71	93
91	71
83	67
102	80
108	11
19	82
52	79
24	17
43	30
103	81
95	77
96	42
88	38
147	87
72	93
119	25
92	8
56	85
76	63
117	101
22	92
129	75
48	1
139	119
67	100
46	77
38	73
79	74
97	122
58	51
82	79
15	89
61	56
81	34
114	31
133	81
79	110
31	33
123	116
143	94
96	19
114	67
52	92
13	21
64	66
124	117
68	36
128	87
14	65
74	116
85	125
46	54
131	12
3	92
89	95
68	72
35	124
42	20
129	88
96	140
80	46
81	11
18	71
131	97
82	92
83	57
84	22
42	56
29	86
103	35
8	63
74	8
60	73
92	142
105	81
43	20
42	141
135	103
87	63
88	28
33	92
107	41
51	109
138	114
43	105
50	1
149	123
120	96
121	61
140	74
19	13
125	31
24	128
43	141
16	124
144	44
82	69
55	115
101	82
42	33
47	111
142	120
103	12
100	123
20	14
92	119
6	79
71	96
17	125
91	74
58	126
23	19
123	106
51	1
94	79
88	5
93	83
126	31
44	78
2	81
117	68
15	20
147	90
93	119
80	0
67	67
85	115
113	34
26	29
133	12
78	76
79	41
12	131
70	72
3	82
32	109
35	114
36	79
55	92
27	30
70	108
63	69
91	51
131	87
83	47
84	12
36	115
143	61
137	18
21	72
40	85
41	50
80	121
114	34
72	37
4	19
123	119
130	15
2	58
76	7
22	36
68	3
54	105
33	82
74	83
34	47
93	96
66	79
147	67
85	92
45	56
129	19
132	24
3	59
22	72
149	113
14	68
96	107
61	0
120	86
15	33
59	76
70	85
89	98
90	63
17	79
35	127
55	105
83	24
102	37
62	1
134	106
6	69
31	13
44	32
23	9
49	147
123	96
29	89
135	70
87	30
19	124
30	133
56	42
137	116
149	90
95	119
20	125
66	92
67	57
106	128
118	102
97	79
90	40
50	4
96	120
101	49
47	78
27	20
146	57
11	12
17	92
77	106
103	15
48	79
143	51
40	75
41	40
141	127
33	36
6	82
25	32
144	132
145	97
81	112
129	9
147	57
67	34
31	111
37	42
132	14
24	72
84	123
89	52
15	23
142	64
80	3
